shipment_wk,shipment_dt,region,fc,sub_hub,shippingtype,isfresh,actual_packgroup,actual_boxname,sku_band,cate2,cate3,cate4,cate5,skuseq,skuname,ordernumber,invoicenumber,units
29,2023-07-18,South,INC5,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,식품,생수/음료,음료,차음료,12245503,곰곰 고소한 보리차 1.5L*12pcs,6100002562817,10249275992056,1
29,2023-07-17,South,ANS8,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,생활용품,세제류,세탁세제류,액체 섬유유연제,2329864,"Box_피죤 레귤러 3100ml 옐로미모사, 4개",23100002359307,10249199987530,1
29,2023-07-22,South,CHW1,GMH1 Sub-hub,OVERNIGHT,CORE,PLASTIC,RPB2.5(50),C,생활용품,방향/탈취/살충제,탈취/제습제,탈취제,11543562,순수백과 피톤치드 500ml,5100002874388,10249434241616,2
29,2023-07-21,South,DON1,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),B,뷰티,바디케어,바디로션/크림/오일,바디로션/크림/오일,12493243,바세린 드라이 스킨 리페어 로션 400ml,19100002870817,10249380834350,2
29,2023-07-18,South,ANS4,GWJ2 Sub-hub,STANDARD,CORE,PAPER,B16호,A,생활용품,세제류,세탁세제류,일반세탁세제,33499342,퍼실 라벤더젤 플러스 드럼용 2.7L,22100002428007,10249227027071,1
29,2023-07-17,South,SEL1,GWJ2 Sub-hub,STANDARD,CORE,PAPER,B6호,A,식품,장/오일/소스,소스/드레싱/식초,식초/음용식초,9539054,Organic Bragg 애플 사이다 식초 946ml,24100002290067,10249174653093,1
29,2023-07-22,South,CHW4,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),E,패션의류,언더웨어/홈웨어,여성 란제리,속치마/속바지,11313343,아이앤비 인견 와이드속바지 화이트 L,29100003003631,10249429282245,1
29,2023-07-19,South,GMH2,GWJ2 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),D,생활용품,세제류,유아전용세제,젖병세정제,15473726,"웜리(warmly) 유아 젖병 & 1종 주방세제, {""옵션선택"":""싱글팩(1P)""}",26100002588201,10249283958255,1
29,2023-07-20,South,DAEGU,GMH1 Sub-hub,OVERNIGHT,CORE,SIOC,SIOCs,A,식품,생수/음료,음료,차음료,538351,Box_팔도 밥알없는 비락식혜 175ml 30개입 [단품 1],20100002759040,10249341543114,1
29,2023-07-19,South,CHW1,GMH1 Sub-hub,OVERNIGHT,CORE,TPB,TPB11,C,생활용품,세제류,세탁세제류,일반세탁세제,33830331,랩신 항균 세탁세제 솔잎향 3L 3kg 1개,24100002667337,10249309582702,1
29,2023-07-16,South,DAE6,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB 3.5,B,주방용품,주방일회용품/소모품,뚜껑/홀더/빨대,일자형빨대/주름빨대,12600654,코멧 개별포장 일자빨대 블랙 500p,22100002241528,10249159165055,1
29,2023-07-21,South,DAEGU2,GMH1 Sub-hub,STANDARD,CORE,PAPER,B19호,A,생활용품,화장지/제지,화장지/티슈,미용티슈/각티슈,2122956,Pack_크리넥스 실크소프트 250매 6입,27100002939992,10249408428571,2
29,2023-07-17,South,DAEGU2,GWJ2 Sub-hub,OVERNIGHT,CORE,TPB,TPB 2호,B,생활용품,세제류,청소용세제류,기타청소용세제,10790588,"유한락스 멀티액션 후레쉬 1.8L, 2개입",30100002370293,10249199721353,2
29,2023-07-21,South,YAS1,GMH1 Sub-hub,SAMEDAY,CORE,PLASTIC,RPB2.5(50),A,식품,스낵/간식,초콜릿/사탕/젤리/껌,젤리/푸딩,3028986,Box_키즈웰 젤리스트로우1158g,26100002899127,10249394854974,1
29,2023-07-20,South,SAN2,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,A,식품,생수/음료,생수/탄산수,탄산수,16116727,트레비 레몬 ECO 350ml 20입,11100002842212,10249370304515,1
29,2023-07-18,South,GOY1,GMH1 Sub-hub,STANDARD,CORE,PAPER,B16호,A,생활용품,세제류,청소용세제류,욕실청소세제,10790590,"유한락스 멀티액션 욕실청소용 510ml, 3개입",21100002531991,10249257799362,1
29,2023-07-17,South,ECH2,GWJ2 Sub-hub,STANDARD,CORE,PAPER,B6호,A,식품,장/오일/소스,소스/드레싱/식초,식초/음용식초,9539054,Organic Bragg 애플 사이다 식초 946ml,32100002403265,10249213727071,1
29,2023-07-17,South,PYT1,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,생활용품,화장지/제지,화장지/티슈,화장지,32879156,자이언트 울트라 40롤 화장지 1팩 / 단일상품,8100002350859,10249195194512,1
29,2023-07-19,South,ANS4,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,D,가구/홈인테리어,인테리어용품,거울,욕실거울,7829566,누드거울 800*800,29100002569437,10249298144643,1
29,2023-07-19,South,DAEGU,GMH1 Sub-hub,OVERNIGHT,CORE,SIOC,SIOCs,B,식품,생수/음료,음료,건강음료,16809333,비타파워 180ml*30 30캔 180ml,24100002654156,10249305231480,1
29,2023-07-19,South,DAE3,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),D,출산/유아,영유아외출용품,기타외출용품,기저귀가방/파우치/보냉백,4218221,알맹 보온보냉 파우치 AMCBP11 도트네이비,22100002665141,10249311329736,1
29,2023-07-19,South,DAEGU,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOCs,A,식품,생수/음료,음료,탄산음료,7469386,Box_펩시콜라 210ml 30개,22100002547689,10249269423875,1
29,2023-07-20,South,DAEGU2,GMH1 Sub-hub,OVERNIGHT,CORE,PAPER,B6호,C,식품,가공/즉석식품,잼/꿀/시럽,꿀,24706004,지리산 진주꽃꿀 아카시아 사양 벌꿀 2.4kg,12100002828821,10249366334476,1
29,2023-07-18,South,ANS8,GWJ2 Sub-hub,STANDARD,CORE,TPB,TPB 1호,A,생활용품,세제류,세탁세제류,일반세탁세제,33499342,퍼실 라벤더젤 플러스 드럼용 2.7L,9100002567220,10249274258996,1
29,2023-07-21,South,CHW1,GMH1 Sub-hub,OVERNIGHT,CORE,TPB,TPB11,A,생활용품,세제류,세탁세제류,일반세탁세제,33539755,퍼실 파워젤 플러스 일반용 2.7L,9100002912484,10249398380410,1
29,2023-07-16,South,INC5,GWJ2 Sub-hub,STANDARD,CORE,PAPER,무지1호,E,생활용품,세제류,청소용세제류,기타청소용세제,24424656,[박스훼손 할인] 아토세이프 매직싹 파워 락스 세정제 2L 4개,26100002261014,10249165352344,1
29,2023-07-16,South,MAJ1,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOCs,A,생활용품,화장지/제지,화장지/티슈,화장지,13415874,땡큐 3겹 천연펄프 화장지 14m 30롤,4100002232753,10249166685015,1
29,2023-07-22,South,CHW1,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,생활용품,세제류,세탁세제류,드럼용세탁세제,10051939,"Box_액츠 파워젤 4.21L 드럼용, 4개",16100002986616,10249423069211,1
29,2023-07-19,South,GOY1,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),E,가전디지털,디지털가전,카메라/카메라용품,카메라액세서리,33943444,스몰리그 베이직 숄더키트 2896B,4100002677421,10249309428816,1
29,2023-07-18,South,SIH2,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),B,스포츠/레저용품,수영/수상스포츠,서핑/수상스키,서핑왁스/안티포그,17836769,이지뷰리퀴드 김서림방지 수경용 화이트 1개 15ml,24100002441216,10249229472543,2
29,2023-07-19,South,INC4,GMH1 Sub-hub,STANDARD,CORE,PAPER,B2호,E,도서/음반,도서,국내도서,고등참고서,31319425,[이투스북]너기출 For 2024 미적분 (2023년) #OldSKU[20669331],4100002661351,10249304082706,1
29,2023-07-22,South,ANS5,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,식품,생수/음료,음료,차음료,22125181,남양 몸이 가벼워지는 시간 17차 그린라벨 340ml 24개입,18100003077214,10249457997564,1
29,2023-07-22,South,CHW1,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),C,생활용품,세제류,세탁세제류,액체 섬유유연제,33941482,버넬 스프링라벤더  900mL,23100003037113,10249442461591,2
29,2023-07-19,South,ANS8,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,C,생활용품,세제류,청소용세제류,기타청소용세제,11860606,생활공작소 락스 3L x 4입,8100002648868,10249300433794,1
29,2023-07-16,South,ANS8,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,식품,생수/음료,음료,과일음료,3436405,Box_동원 쿨피스 복숭아230ml 30입,19100002244439,10249157267871,1
29,2023-07-20,South,SEL1,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,A,식품,가공/즉석식품,즉석밥/간편조리,즉석밥,11397034,Box_오뚜기 맛있는 오뚜기밥 발아흑미 210g 18입,16100002701381,10249320082562,1
29,2023-07-18,South,GWJ4,GMH1 Sub-hub,STANDARD,CORE,PAPER,B11호,B,식품,생수/음료,음료,탄산음료,24791745,"Pack_웰치 제로 오렌지 355ml, 6개",21100002582399,10249275090364,3
29,2023-07-20,South,YEO1,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOCs,D,생활용품,세제류,세탁세제류,액체 섬유유연제,3016336,[박스훼손 할인] Box_피죤프리미엄 3100ml(핑크로즈)4개,12100002797254,10249355498664,1
29,2023-07-16,South,ANS4,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,식품,생수/음료,음료,차음료,4270202,Box_하이트 진로 블랙보리 1.5Lx12pet,1100002028139,10249120260676,1
29,2023-07-17,South,YAS1,GWJ2 Sub-hub,STANDARD,CORE,TPB,TPB11,B,생활용품,세제류,주방세제류,주방식기세제,18701989,"부케가르니 에코 1종 주방세제 자몽향, 750ml, 3개",10100002397409,10249212298850,1
29,2023-07-22,South,ANS5,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,D,출산/유아,영유아식품,영유아/어린이음료,음료,36419065,Z609뽀로로4탄(밀크3+딸기3+사과3+샤인3+베리3+바나나3 / 235ml 1박스,5100002988165,10249420924735,1
29,2023-07-21,South,CHW1,GMH1 Sub-hub,STANDARD,CORE,TPB,TPB 1호,B,생활용품,세제류,세탁세제류,액체 섬유유연제,11228653,단품_고농축 피죤 시그니처 4L 미스틱레인,5100002663054,10249426048595,2
29,2023-07-20,South,MAJ1,GMH1 Sub-hub,STANDARD,CORE,TPB,TPB 1호,C,생활용품,세제류,세탁세제류,일반세탁세제,31698645,다우니 프리미엄 액체형 세제 실내건조 2.8L,10100002817890,10249361684903,1
29,2023-07-20,South,CHW1,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),B,반려/애완용품,강아지용품,간식/영양제,일반 간식,26606927,탐사 강아지 간식 오리 x 고구마 말이 1 kg,26100002800348,10249358306272,1
29,2023-07-22,South,MCN1,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,C,식품,생수/음료,음료,탄산음료,11522878,밀키스 500펫 20개입,13100003037766,10249452978660,1
29,2023-07-16,South,CHW1,GMH1 Sub-hub,OVERNIGHT,CORE,PAPER,B34호,C,식품,가공/즉석식품,면류,당면,450799,[B2B] _오뚜기 당면 알뜰당면 1kg 1개,8100002200956,10249140524092,5
29,2023-07-17,South,CHW1,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),D,뷰티,메이크업,아이메이크업,아이섀도,23246495,"루나 글리터 라이팅업 포뮬라 팟 3호(샴페인), 1개",8100002312491,10249181486176,1
29,2023-07-18,South,YAS1,GMH1 Sub-hub,SAMEDAY,CORE,SIOC,SIOCs,C,뷰티,네일/핸드/풋케어,핸드/풋케어,핸드워시,28558253,생활공작소 핸드워시 솝 리필 400ml x 2개 청포도향,19100002483890,10249244724865,1
29,2023-07-18,South,DON1,GWJ2 Sub-hub,OVERNIGHT,CORE,PLASTIC,RPB2.5(50),D,패션의류,언더웨어/홈웨어,남성속옷,남성런닝,15043535,아르메데스 슈퍼 드라이 기능성 쿨 티셔츠 AR-191 블랙 3XL,3100002523577,10249254125600,2
29,2023-07-22,South,DAEGU,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOCs,A,식품,생수/음료,멸균우유,멸균우유,10741049,Box_밀키스마 멸균우유 1L 12개입,13100002965752,10249419428776,1
29,2023-07-17,South,DAEGU2,GWJ2 Sub-hub,OVERNIGHT,CORE,TPB,TPB 2호,B,생활용품,세제류,세탁세제류,액체 섬유유연제,33270248,다우니 초고농축 섬유유연제 7일 탈취파워 화이트티와 릴리향 1L,27100002248135,10249186207665,3
29,2023-07-16,South,ANS5,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOCs,E,가구/홈인테리어,인테리어용품,조명,천장등/실링라이트,14067858,LED슬림시스템 주방등 욕실등 50W 삼성칩 LED주방등,1100002149676,10249126161794,1
29,2023-07-22,South,ANS4,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOCs,A,식품,생수/음료,음료,탄산음료,14771684,펩시제로슈거 라임향 210ml 30입,14100003081964,10249455326541,1
29,2023-07-17,South,GOY1,GMH1 Sub-hub,STANDARD,CORE,PAPER,B27호,A,생활용품,화장지/제지,화장지/티슈,키친타올,2209916,Pack_크리넥스 뽑아쓰는 키친타올 140매 4개입,6100002333938,10249195125772,4
29,2023-07-18,South,CHW1,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),D,뷰티,헤어케어,샴푸/린스,샴푸,18057263,"케라시스 클린노트 파우더리 코튼 샴푸,1L",4100002455509,10249231583080,2
29,2023-07-20,South,ECH2,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB 3.5,C,반려/애완용품,강아지용품,배변용품,탈취제/소독,28920195,"탐사 반려동물 탈취제 플로럴머스크향, 550ml, 2개입",20100002805706,10249357459272,1
29,2023-07-20,South,DAEGU2,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),B,생활용품,방향/탈취/살충제,탈취/제습제,탈취제,38737,페브리즈 에어 - 맑은하늘바람 275g,9100002704045,10249322783431,2
29,2023-07-17,South,MCN1,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,식품,생수/음료,음료,과일음료,3257976,Box_테이크 얼라이브 스위티 자몽 250ml * 12,20100002288716,10249180412752,1
29,2023-07-21,South,DAEGU,GMH1 Sub-hub,STANDARD,CORE,PAPER,B33호,B,식품,생수/음료,생수/탄산수,탄산수,2193759,BOX_싱하 소다워터 325mlx24병/싱하 탄산수,32100002848324,10249372117504,1
29,2023-07-17,South,ANS8,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,문구/사무용품,사무용품/기기,사무용지류,복사용지,356253,Box_밀크 A4용지1BOX(500*5권)75g,14100002344596,10249193311276,1
29,2023-07-17,South,CHW1,GMH1 Sub-hub,STANDARD,CORE,TPB,TPB 1호,A,생활용품,세제류,청소용세제류,변기세정제,59526,유한 펑크린1ℓ,27100002307418,10249183374345,5
29,2023-07-18,South,ANS4,GMH1 Sub-hub,STANDARD,CORE,PAPER,B46호,B,식품,신선식품,쌀/잡곡류,백미,23891546,더담은 든든한 밥상 전라미 20kg,22100002486015,10249248675304,1
29,2023-07-20,South,YAS1,GMH1 Sub-hub,STANDARD,CORE,PAPER,B14호,D,식품,장/오일/소스,소스/드레싱/식초,식초/음용식초,126020,[샘표]백년동안 순발효 흑초원액 750ml,4100002733420,10249329336536,1
29,2023-07-22,South,INC4,GWJ2 Sub-hub,STANDARD,CORE,PAPER,B9호,A,생활용품,세제류,세탁세제류,드럼용세탁세제,33471355,퍼실 라벤더젤 플러스 드럼용 1.5L,9100002926660,10249403060153,1
29,2023-07-17,South,YON1,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOC,B,생활용품,세제류,세탁세제류,액체 섬유유연제,13631055,다우니 글로우 8L,19100002410992,10249217503044,1
29,2023-07-21,South,CHW1,GWJ2 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),E,뷰티,네일/핸드/풋케어,네일케어,젤네일/젤폴리쉬,11645416,베씨 컬러젤 P06 핑크의 정석 11ml 1개입,31100002765213,10249387412003,1
29,2023-07-17,South,ANS4,GMH1 Sub-hub,STANDARD,CORE,PAPER,B46호,A,식품,신선식품,쌀/잡곡류,백미,9828639,소중한 우리쌀 20kg,29100002412118,10249217453226,1
29,2023-07-19,South,CHW1,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),C,식품,장/오일/소스,소스/드레싱/식초,케첩,2242651,오뚜기 하프케찹 475g,16100002571251,10249274192802,3
29,2023-07-18,South,DON1,GWJ2 Sub-hub,STANDARD,CORE,PAPER,B8호,B,뷰티,바디케어,바디워시/스크럽/입욕용품,바디워시/클렌저,12600717,탐사 촉촉한 후르츠 바디워시 900g*4,3100002473933,10249237316522,1
29,2023-07-17,South,ANS4,GMH1 Sub-hub,STANDARD,CORE,PAPER,무지1호,D,패션잡화,유아동잡화,유아동우산/우비,유아동우산,34798642,53우산 산리오 POE돔형와글와글 / 시나모롤,16100002284677,10249171937734,1
29,2023-07-17,South,DAEGU2,GMH1 Sub-hub,STANDARD,CORE,PAPER,B6호,B,식품,장/오일/소스,장류,고추장,32255847,청정원 순창 100%국산 고추장 1kg,19100002422533,10249221694154,2
29,2023-07-19,South,GOY1,GMH1 Sub-hub,STANDARD,CORE,PAPER,B4호,C,식품,생수/음료,음료,과일음료,25211933,"Pack_해태음료 코코팜 화이트 요구르트, 240ml, 6개",7100002717943,10249321434030,2
29,2023-07-16,South,DON1,GMH1 Sub-hub,STANDARD,CORE,PAPER,B8호,D,뷰티,네일/핸드/풋케어,핸드/풋케어,핸드워시,35371980,니트앤클린 퍼퓸 히알루론 포밍 핸드워시 500ml 3개 / 3개,25100002287826,10249174404700,1
29,2023-07-22,South,YAS1,GWJ2 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),C,생활용품,방향/탈취/살충제,탈취/제습제,섬유탈취제,10520772,페브리즈 섬유탈취제 다우니 에이프릴향 370ml 1개입,30100003015092,10249429680442,1
29,2023-07-22,South,DAEGU,GWJ2 Sub-hub,OVERNIGHT,CORE,SIOC,SIOCs,A,식품,생수/음료,멸균우유,멸균우유,356609,BOX_매일유업_상하목장 유기농멸균우유 125ml 24팩,6100003053072,10249453058526,1
29,2023-07-18,South,DAEGU,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOCs,A,식품,생수/음료,음료,탄산음료,7469385,칠성사이다 210ml 30개,21100002437261,10249223918253,1
29,2023-07-17,South,ANS4,GWJ2 Sub-hub,STANDARD,CORE,SIOC,CSTMs,A,반려/애완용품,고양이용품,사료,건식사료,11844553,"캐츠랑 NEW 전연령 올라이프 고양이 건식사료, 닭 + 참치, 20kg, 1개",1100002381535,10249210413466,1
29,2023-07-18,South,DAEGU,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,A,식품,생수/음료,음료,스포츠/이온음료,1994174,Box 롯데칠성 게토레이 레몬 1.5L 12개,27100002432379,10249227509592,1
29,2023-07-19,South,YON1,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOCs,A,식품,생수/음료,음료,차음료,538351,Box_팔도 밥알없는 비락식혜 175ml 30개입 [단품 1],22100002695016,10249321952461,1
29,2023-07-21,South,HOB1,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,D,가구/홈인테리어,커튼/침장류,커튼/블라인드,블라인드/쉐이드,14691738,"창벗 붙이는 셀프 블라인드 미세먼지 차단 종이 부직포, (소형)화이트2p, 창벗",29100002824705,10249363950770,1
29,2023-07-19,South,YAS1,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),C,생활용품,세제류,주방세제류,기타주방세제류,15104530,뿌리는 과일야채 세정제 500ml,21100002662996,10249304037641,3
29,2023-07-19,South,MCN1,GMH1 Sub-hub,STANDARD,CORE,PAPER,B37호,E,완구/취미,학습완구/교구,놀이테이블,놀이테이블,21896063,[중고 중 상품] [하베브릭스] 영어가 트이는 언어발달놀이 빅에듀큐브,30100002556430,10249265102042,1
29,2023-07-16,South,MAJ1,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,식품,생수/음료,음료,탄산음료,14454196,칠성사이다 제로 1.5L 12펫,18100002257362,10249166137711,1
29,2023-07-17,South,ANS4,GMH1 Sub-hub,STANDARD,CORE,TPB,TPB 1호,C,식품,신선식품,쌀/잡곡류,잡곡류,13791040,더담은 국산 찹쌀 10Kg,22100002209407,10249147971823,1
29,2023-07-19,South,DON1,GMH1 Sub-hub,OVERNIGHT,CORE,PAPER,B2호,B,식품,장/오일/소스,식용유/오일/참기름,올리브유,11243618,곰곰 바쏘 엑스트라버진 올리브오일 1L,14100002420164,10249290398465,1
29,2023-07-20,South,SEL1,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),,패션잡화,패션슈즈,여성화,여성샌들,12207094,"SNRD 여름신발 슬리퍼 샌들 키높이 통굽 SN271(엔더링슬리퍼),베이지,230",7100002768310,10249340411402,1
29,2023-07-17,South,DAE3,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),D,가전디지털,디지털가전,휴대폰/액세서리,휴대폰케이스,15722655,[HG-12]에어룸 투명 범퍼 방탄 케이스_갤럭시A12_에어룸 범퍼_투명_hg-d,4100002276509,10249166505443,2
29,2023-07-16,South,CHW4,GWJ2 Sub-hub,STANDARD,CORE,PLASTIC,RPB 3.5,C,반려/애완용품,소동물,기타 소동물 용품,곤충용품,7732473,벅스킹덤 클린 채집통 대,18100002160521,10249127909392,1
29,2023-07-18,South,DAEGU,GMH1 Sub-hub,OVERNIGHT,CORE,SIOC,SIOCs,A,식품,생수/음료,멸균우유,멸균우유,3096919,Box_파스퇴르 무항생제 인증 바른목장 우유125ml 24팩,3100002544606,10249261137231,1
29,2023-07-16,South,YAS1,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOCs,C,식품,스낵/간식,초콜릿/사탕/젤리/껌,젤리/푸딩,12467073,[매일유업] 데르뜨 젤리 복숭아 90g x 24개,9100002199206,10249170382242,1
29,2023-07-20,South,DON1,GMH1 Sub-hub,OVERNIGHT,CORE,PLASTIC,RPB2.5(50),C,식품,가루/조미료/향신료,곡물가루,기타곡물가루,4097516,들깨가루(탕용) 200g,7100002794165,10249349283003,1
29,2023-07-19,South,ECH2,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,식품,생수/음료,음료,차음료,11884310,티즐 피치 우롱티 500ml 20개입,16100002641402,10249299977825,1
29,2023-07-19,South,MCN1,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,A,식품,생수/음료,생수/탄산수,탄산수,16117352,트레비 플레인 ECO 350ml 20입,18100002675139,10249313181170,1
29,2023-07-19,South,MCN1,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,식품,생수/음료,음료,커피음료,22505027,산타페 오리지날  30개입 175ml,10100002575070,10249275645980,1
29,2023-07-18,South,DAEGU,GMH1 Sub-hub,OVERNIGHT,CORE,SIOC,SIOCs,C,식품,생수/음료,음료,차음료,15716563,"Pack_광동제약 돼지감자차, 1.5L, 12입",22100002509871,10249257269252,1
29,2023-07-19,South,GOY1,GMH1 Sub-hub,OVERNIGHT,CORE,PLASTIC,RPB2.5(50),B,생활용품,세제류,세탁세제류,액체 섬유유연제,33941483,버넬 프레쉬 모닝  900mL,10100002566730,10249300398680,3
29,2023-07-21,South,YAS1,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),A,뷰티,바디케어,바디워시/스크럽/입욕용품,바디워시/클렌저,25100680,"부케가르니 모이스처 바디워시 화이트머스크, 1500ml, 2개",23100002862378,10249378626491,1
29,2023-07-17,South,DON1,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),C,반려/애완용품,강아지용품,배변용품,탈취제/소독,14062005,쉬즈곤 반려동물 냄새 제거 항균 탈취제 시트러스가든향 500ml,7100002402438,10249209329855,1
29,2023-07-20,South,DAEGU,GMH1 Sub-hub,OVERNIGHT,CORE,SIOC,SIOCs,A,식품,생수/음료,음료,커피음료,3992522,Box_레쓰비 160ml (150ml+10ml) 30캔,3100002767966,10249340831505,1
29,2023-07-22,South,DAEGU,GMH1 Sub-hub,OVERNIGHT,CORE,TPB,TPB 1호,A,생활용품,세제류,세탁세제류,일반세탁세제,33499342,퍼실 라벤더젤 플러스 드럼용 2.7L,16100003019215,10249435765144,1
29,2023-07-18,South,ANS5,GWJ2 Sub-hub,STANDARD,CORE,PAPER,B29호,D,패션잡화,가방,여행용가방/소품,여행파우치/소품,34355445,[모던하우스] 키즈피크닉 가든 미니폴딩우산의자 블루플라워 / 단일상품,30100002560046,10249266502160,1
29,2023-07-21,South,ANS8,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOC,A,식품,생수/음료,음료,탄산음료,12498635,Box_분다버그 핑크 그래이프푸르트 375ml 10병,1100002965079,10249418800644,1
29,2023-07-20,South,ANS4,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOCs,D,가구/홈인테리어,인테리어용품,액자/그림/사진,액자,8882004,05-퍼즐사랑 고급 수지 퍼즐액자 모던화이트 51.0x73.5 cm 1000조각용,27100002832691,10249369296740,1
29,2023-07-22,South,SAN2,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOCs,C,생활용품,세제류,세탁세제류,일반세탁세제,10565272,쉬슬러 유칼립투스 고농축 액체세제 3.05L 2개,29100003063731,10249457465413,1
29,2023-07-21,South,MCN1,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,C,생활용품,세제류,세탁세제류,일반세탁세제,11359806,Box_강호동의 쉬슬러 로즈마리 세제 3.05L 2개,31100002947850,10249405345524,1
29,2023-07-22,South,CHW1,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,생활용품,세제류,세탁세제류,드럼용세탁세제,10051939,"Box_액츠 파워젤 4.21L 드럼용, 4개",4100003009798,10249428974223,1
29,2023-07-22,South,DAEGU,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,A,식품,생수/음료,음료,차음료,538351,Box_팔도 밥알없는 비락식혜 175ml 30개입 [단품 1],4100003021635,10249433605390,1
29,2023-07-21,South,DON1,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,A,생활용품,세제류,주방세제류,주방식기세제,10833445,탐사 베이킹소다 주방세제 레몬향 780ml*2팩,10100002938827,10249405649932,1
29,2023-07-22,South,DAEGU,GMH1 Sub-hub,OVERNIGHT,CORE,SIOC,SIOCs,C,생활용품,세제류,세탁세제류,표백제,4153158,Box_쉬슬러 표백제 액체타입 2L 4개,28100003025213,10249438778633,1
29,2023-07-18,South,DAEGU,GMH1 Sub-hub,STANDARD,CORE,TPB,TPB 1호,A,식품,신선식품,쌀/잡곡류,백미,488183,"창녕군농협 황금 메뚜기쌀(상등급) 10kg,1개",20100002421504,10249220496572,1
29,2023-07-21,South,MAJ1,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,식품,생수/음료,음료,과일음료,13305295,후버 사과주스,7100002844289,10249366606205,1
29,2023-07-22,South,SAN2,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOCs,A,식품,생수/음료,음료,커피음료,3992522,Box_레쓰비 160ml (150ml+10ml) 30캔,13100003051355,10249450700053,1
29,2023-07-18,South,DON1,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOCs,A,생활용품,세제류,주방세제류,주방식기세제,10833445,탐사 베이킹소다 주방세제 레몬향 780ml*2팩,26100002529833,10249261978001,1
