shipment_wk,shipment_dt,region,fc,sub_hub,shippingtype,isfresh,actual_packgroup,actual_boxname,sku_band,cate2,cate3,cate4,cate5,skuseq,skuname,ordernumber,invoicenumber,units
29,2023-07-17,South,ANS4,GMH1 Sub-hub,STANDARD,CORE,SIOC,CSTMs,A,반려/애완용품,고양이용품,사료,건식사료,11844553,"캐츠랑 NEW 전연령 올라이프 고양이 건식사료, 닭 + 참치, 20kg, 1개",4100002315188,10249181889903,1
29,2023-07-17,South,MAJ1,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,A,식품,생수/음료,생수/탄산수,탄산수,16117352,트레비 플레인 ECO 350ml 20입,4100002361269,10249219957410,1
29,2023-07-18,South,ECH2,GWJ2 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),D,뷰티,스킨케어,클렌징,클렌징폼/젤/파우더,32514123,닥터바이오 라하 아쿠아 폼 클렌징 1개 300ml / 1개,29100002454236,10249233662393,1
29,2023-07-20,South,CHW1,GMH1 Sub-hub,OVERNIGHT,CORE,PLASTIC,RPB2.5(50),C,생활용품,방향/탈취/살충제,탈취/제습제,탈취제,11543562,순수백과 피톤치드 500ml,10100002739615,10249357750295,1
29,2023-07-21,South,CHW1,GWJ2 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),B,식품,장/오일/소스,장류,간장,32951190,청정원 장아찌간장소스 1.7L,6100002925821,10249406693805,2
29,2023-07-18,South,ANS4,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,식품,생수/음료,음료,커피음료,24743874,칸타타 콘트라베이스 ECO 400ml 20개 ,24100002568594,10249274306563,1
29,2023-07-20,South,YAS1,GMH1 Sub-hub,SAMEDAY,CORE,PLASTIC,RPB2.5(50),D,가전디지털,생활가전,이미용가전,각질관리기기,31428027,닥터김강 전동 충전식 발각질제거기 / 닥터김강 발각질제거기 블랙,32100002771591,10249345506466,2
29,2023-07-22,South,DON1,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),D,식품,스낵/간식,초콜릿/사탕/젤리/껌,사탕,28279056,추억의 미니 텐텐맛 츄정 10정입 1봉지*8개 (1박스) 씹어먹는 영양제 + 지우개밴드 멸균밴드 10매 / 8개 (1박스) +  멸균밴드 10매,12100003033725,10249442647905,1
29,2023-07-22,South,INC4,GWJ2 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),D,가전디지털,컴퓨터/게임,컴퓨터용품,비정품잉크/토너,25203798,올데이컴퍼니 INK-M180 삼성 호환 검정 대용량 잉크,25100003096379,10249462361364,1
29,2023-07-17,South,SAN2,GMH1 Sub-hub,STANDARD,CORE,PAPER,B34호,D,주방용품,저장용기,보온/보냉용품,아이스팩,32129125,완제품) 우린 젤 아이스팩 16*23 44개,24100002373040,10249204804053,1
29,2023-07-19,South,SAN2,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,A,식품,생수/음료,생수/탄산수,탄산수,16116998,트레비 라임 ECO 350ml 20입 ,25100002583651,10249278697696,1
29,2023-07-16,South,DAE6,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),C,식품,영유아/어린이 건강식품,영유아/어린이 영양제,유산균/초유,17124829,듀오락 베이비 드롭 프로바이오틱스 + 비타민D 1병 (34일분),10100002298831,10249177101645,1
29,2023-07-19,South,DON1,GMH1 Sub-hub,OVERNIGHT,CORE,PAPER,B16호,B,뷰티,헤어케어,샴푸/린스,샴푸,3038297,도브 인텐스리페어 샴푸 680ml,17100002641157,10249299918933,6
29,2023-07-18,South,CHW1,GWJ2 Sub-hub,STANDARD,CORE,PAPER,B8호,D,반려/애완용품,강아지용품,식기/물병,기타식기,7884547,"Yogibowl2,1000ml",6100002479521,10249247548256,1
29,2023-07-21,South,YAS1,GMH1 Sub-hub,SAMEDAY,CORE,PLASTIC,RPB2.5(50),B,생활용품,세제류,주방세제류,주방식기세제,18701991,"부케가르니 에코 1종 주방세제 레몬향, 750ml, 3개",32100002905622,10249393875781,1
29,2023-07-18,South,ANS4,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,식품,생수/음료,음료,탄산음료,33670072,밀키스 제로 24입 300ml,12100002406327,10249216259273,1
29,2023-07-18,South,DON1,GMH1 Sub-hub,STANDARD,CORE,PAPER,B9호,C,패션의류,캐주얼의류,상의류,티셔츠,10034492,베이스 알파 에센셜 남녀공용 30수 라운드티 3팩 화이트 XXL,3100002440682,10249224075333,1
29,2023-07-16,South,INC4,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),C,가전디지털,생활가전,이미용가전,헤어드라이어,3528336,유닉스 메탈 헤어드라이기 UN-A1610N 1700W,21100002270998,10249163788161,1
29,2023-07-18,South,CHW1,GMH1 Sub-hub,OVERNIGHT,CORE,PAPER,B33호,C,식품,장/오일/소스,식용유/오일/참기름,옥수수유 (옥배유),308912,해표 옥수수유 1.8L,1100002485112,10249248467441,6
29,2023-07-19,South,SEL1,GMH1 Sub-hub,STANDARD,CORE,PAPER,B6호,C,가전디지털,컴퓨터/게임,저장기기,HDD/SSD,15268847,씨게이트 바라쿠다 ST4000DM004 4TB 하드디스크 HDD,15100001968523,10249313000813,1
29,2023-07-19,South,CHW1,GWJ2 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),C,주방용품,주방일회용품/소모품,비닐장갑/봉투,지퍼백,31006714,"이지엔 슬라이더 지퍼백, 중(M), 75매",17100002731774,10249331459990,1
29,2023-07-20,South,YAS1,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,생활용품,세제류,세탁세제류,액체 섬유유연제,22199709,Box_고농축 피죤 시그니처 1L X 3 미스틱레인,1100002790012,10249356126306,1
29,2023-07-19,South,ANS4,GWJ2 Sub-hub,STANDARD,CORE,PAPER,무지2호,B,생활용품,수납/정리잡화,옷걸이/벽걸이,옷걸이,26575578,"코멧 홈 어깨 뿔 방지 논슬립 옷걸이, 30개, 그레이",26100002694675,10249320397411,1
29,2023-07-21,South,GWJ4,GWJ2 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),B,식품,장/오일/소스,소스/드레싱/식초,물엿/올리고당/조청,133702,오뚜기 옛날 물엿 1.2kg,6100002840149,10249375292715,1
29,2023-07-20,South,SAN2,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,A,식품,생수/음료,생수/탄산수,탄산수,16116998,트레비 라임 ECO 350ml 20입 ,3100002720329,10249322722822,1
29,2023-07-18,South,DAEGU,GWJ2 Sub-hub,OVERNIGHT,CORE,SIOC,SIOCs,A,식품,생수/음료,멸균우유,멸균우유,2134630,BOX_매일유업_소화가잘되는우유 190ml 24팩,29100002544843,10249264967255,1
29,2023-07-17,South,SAN2,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,A,식품,건강식품,영양식,환자영양식,13125577,"Box_대상웰라이프 뉴케어 구수한맛 순, 200ml, 24팩",32100002285571,10249172300916,1
29,2023-07-22,South,DAEGU,GMH1 Sub-hub,OVERNIGHT,CORE,SIOC,SIOCs,A,출산/유아,기저귀/물티슈,기저귀,일회용기저귀,33541625,팸퍼스 2023 에어차차 팬티형 기저귀 6단계 (15-25kg) 126매,3100003093931,10249457573972,1
29,2023-07-21,South,SEL1,GMH1 Sub-hub,OVERNIGHT,CORE,PLASTIC,RPB2.5(50),B,식품,가공/즉석식품,캔/통조림류,기타 통조림,26972762,유동 번데기 130g 4개,5100002896433,10249388783561,2
29,2023-07-16,South,GMH2,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,A,식품,가공/즉석식품,즉석밥/간편조리,즉석밥,22332910,"오뚜기밥 흰밥 210g(12입), 1박스 ",28100002241391,10249156835315,1
29,2023-07-20,South,INC4,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB4,D,식품,신선식품,쌀/잡곡류,혼합곡/기타곡류,15738969,대한농산 통에담은 국산100% 웰빙15곡 4kg (2kgX2통),5100002673849,10249308732703,1
29,2023-07-19,South,DAE6,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,PB1.5호,A,식품,장/오일/소스,소스/드레싱/식초,식초/음용식초,133274,"오뚜기 양조 식초  1.8L , 1개",28100002658346,10249319538953,4
29,2023-07-17,South,MAJ1,GMH1 Sub-hub,STANDARD,CORE,SIOC,,A,식품,생수/음료,멸균우유,멸균우유,12429805,Box_서울우유 흰멸균우유 200ml 24개입,5100002417721,10249217765161,1
29,2023-07-17,South,SAN2,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,,식품,가공/즉석식품,즉석밥/간편조리,즉석국/찌개,11672476,교동 선지해장국 500g x 5팩,22100002404001,10249218136710,1
29,2023-07-19,South,DAE3,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),E,패션의류,남성의류,하의류,청바지,16536405,진마니아 진청 쿨 썸머 세미와이드 밴딩팬츠 CU6M82 진청 32(XL),2100002597284,10249286930665,1
29,2023-07-21,South,GOY1,GMH1 Sub-hub,STANDARD,CORE,PAPER,B9호,C,식품,장/오일/소스,소스/드레싱/식초,식초/음용식초,12560543,생생초 생초 파인애플 1000ml 1개,11100002982172,10249420905216,1
29,2023-07-18,South,CHW4,GMH1 Sub-hub,OVERNIGHT,CORE,TPB,TPB 2호,A,식품,가루/조미료/향신료,설탕/소금,설탕,564394,하얀설탕(15KG)   1개,6100002503268,10249255537216,1
29,2023-07-18,South,SAN2,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,A,식품,생수/음료,생수/탄산수,탄산수,16117352,트레비 플레인 ECO 350ml 20입,28100002477319,10249254948321,1
29,2023-07-18,South,SEL1,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),D,뷰티,바디케어,바디워시/스크럽/입욕용품,바디워시/클렌저,34910705,[공식 더바디샵]화이트 머스크 샤워젤 250ML,19100002578494,10249277173310,2
29,2023-07-22,South,YAS1,GMH1 Sub-hub,STANDARD,CORE,TPB,TPB11,A,생활용품,세제류,청소용세제류,변기세정제,59526,유한 펑크린1ℓ,17100002995428,10249426497004,2
29,2023-07-20,South,YON1,GMH1 Sub-hub,STANDARD,CORE,PAPER,B8호,A,식품,생수/음료,음료,숙취/비타민/에너지음료,10160368,박카스F 120ml*20입,24100002832651,10249368233683,1
29,2023-07-19,South,MCN1,GMH1 Sub-hub,OVERNIGHT,CORE,SIOC,SIOCs,D,식품,생수/음료,생수/탄산수,일반생수,34192182,Box_아쿠아포레 330ml x 20입,17100002631776,10249296688514,1
29,2023-07-16,South,ANS4,GMH1 Sub-hub,STANDARD,CORE,PAPER,무지1호,D,스포츠/레저용품,골프,골프잡화,골프패션잡화,18787029,두발로 고급 특대형 골프 장우산,32100002192211,10249138893324,1
29,2023-07-21,South,CHW1,GMH1 Sub-hub,OVERNIGHT,CORE,PAPER,B6호,A,식품,장/오일/소스,식용유/오일/참기름,올리브유,161191,올리타리아 엑스트라버진 올리브유 1L 1병,25100002956938,10249411643855,1
29,2023-07-22,South,DAEGU2,GWJ2 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),C,식품,장/오일/소스,소스/드레싱/식초,소스류,2205242,"청정원 소갈비양념장 840g , 1개",28100002964946,10249415822483,1
29,2023-07-17,South,SAN2,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,생활용품,세제류,세탁세제류,액체 섬유유연제,2329864,"Box_피죤 레귤러 3100ml 옐로미모사, 4개",20100002263197,10249163712760,1
29,2023-07-21,South,YAS1,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),B,식품,가공/즉석식품,면류,일반국수,2235151,오뚜기 옛날 국수 중면 3kg,5100002959121,10249410321732,1
29,2023-07-20,South,DAEGU,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,C,식품,생수/음료,음료,탄산음료,17174006,마운틴듀 250ml 30입,27100002843242,10249373254514,1
29,2023-07-19,South,DAEGU,GMH1 Sub-hub,OVERNIGHT,CORE,SIOC,SIOCs,A,식품,생수/음료,두유,두유,15214449,[매일유업] 아몬드브리즈 뉴트리플러스 프로틴 190ml x 24개,3100002705062,10249317132666,1
29,2023-07-20,South,YAS1,GMH1 Sub-hub,OVERNIGHT,CORE,PLASTIC,RPB2.5(50),C,식품,커피/차,티/전통차,코코아/라떼/기타분말,73912,담터_벤딩밀크_1KG,6100002793822,10249358732185,1
29,2023-07-16,South,DON1,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,C,뷰티,바디케어,바디워시/스크럽/입욕용품,바디워시/클렌저,23347945,해피바스 오리지널컬렉션 솝라벤더 바디워시 910G*2,31100002148569,10249119083140,1
29,2023-07-19,South,CHW1,GMH1 Sub-hub,STANDARD,CORE,PAPER,B2호,D,식품,가공/즉석식품,잼/꿀/시럽,잼/스프레드,155272,김재식 땅콩크림 350g,23100002598011,10249285086961,1
29,2023-07-18,South,ANS4,GMH1 Sub-hub,STANDARD,CORE,PAPER,B29호,D,식품,가루/조미료/향신료,밀가루/프리믹스,밀가루/부침/튀김/빵가루,35038018,대한제분 암소 박력밀가루 20kg 1개,26100002414836,10249248339691,1
29,2023-07-18,South,YAS1,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),C,생활용품,구강/면도용품,치약/칫솔,칫솔,12751470,[EBISU] 일본 에비스칫솔 프리미엄케어(61) 부드러운모(미세모) 3개입 랜덤발송,27100002330795,10249222093740,1
29,2023-07-22,South,DAEGU,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,식품,생수/음료,멸균우유,멸균우유,12970526,파스퇴르 전용목장 200ml 18팩,12100003074882,10249455818000,1
29,2023-07-19,South,GWJ4,GWJ2 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),B,생활용품,세제류,세탁세제류,액체 섬유유연제,33941483,버넬 프레쉬 모닝  900mL,9100002626339,10249299172663,2
29,2023-07-19,South,ANS4,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,식품,생수/음료,음료,탄산음료,4224963,Box_나랑드 사이다 1500ml 12입,19100002580068,10249277745604,1
29,2023-07-20,South,DAE6,GMH1 Sub-hub,STANDARD,CORE,PAPER,B6호,B,뷰티,헤어케어,샴푸/린스,샴푸,14863020,닥터포헤어 폴리젠 플러스 탈모 완화 볼륨 샴푸 500ml,14100002732135,10249329856990,1
29,2023-07-20,South,CHW1,GMH1 Sub-hub,STANDARD,CORE,PAPER,B6호,B,식품,가공/즉석식품,면류,스파게티/파스타,8739090,Pack_[폰타나]캄파니아 파스타면_스파게티 500gX3개입,20100002757399,10249341028220,1
29,2023-07-21,South,YAS1,GWJ2 Sub-hub,STANDARD,CORE,PAPER,B8호,C,식품,가공/즉석식품,잼/꿀/시럽,시럽,356726,마리브리자드 바닐라 시럽  1개 700ml,13100002918603,10249402646663,1
29,2023-07-18,South,YAS1,GMH1 Sub-hub,SAMEDAY,CORE,PLASTIC,RPB2.5(50),D,생활용품,청소/세탁/욕실용품,욕실/화장실용품,샤워기필터,21612084,필터클래스 대림바스 국내산 주방 핸디형 녹물제거 개별포장 호환필터 12개입,10100002480974,10249243385264,1
29,2023-07-18,South,CHW1,GMH1 Sub-hub,OVERNIGHT,CORE,PLASTIC,RPB2.5(50),D,뷰티,스킨케어,여성스킨케어,젤/크림,34532476,몬데요 크림  / 몬데요 레드 케어 스팟,7100002536414,10249257396206,1
29,2023-07-18,South,DAEGU,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,A,식품,생수/음료,음료,스포츠/이온음료,1994174,Box 롯데칠성 게토레이 레몬 1.5L 12개,10100002439260,10249227638510,1
29,2023-07-16,South,ANS8,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,식품,생수/음료,음료,차음료,3277965,Box_동원 옥수수수염차 1.5L * 12,15100001843988,10249135033664,1
29,2023-07-18,South,DON1,GWJ2 Sub-hub,OVERNIGHT,CORE,PLASTIC,RPB2.5(50),D,도서/음반,도서,국내도서,고등참고서,32493660,[EBS한국교육방송공사] EBS 수능특강 영어영역 영어독해연습(2023)(2024 수능대비) #OldSKU[26052498],7100002521710,10249252580766,1
29,2023-07-21,South,YAS1,GMH1 Sub-hub,STANDARD,CORE,PAPER,B6호,A,식품,장/오일/소스,식용유/오일/참기름,올리브유,126242,"폰타나 올리브유(사각), 500ml,  1개",19100002856147,10249375337611,1
29,2023-07-16,South,XHM4,GMH1 Sub-hub,STANDARD,CORE,PAPER,B4호,C,자동차용품,차량정비용품,부동액/첨가제,첨가제,122404,불스원샷 New Car-휘발유 500ml,7100002276142,10249163934170,1
29,2023-07-20,South,MAJ1,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,식품,생수/음료,음료,무/비알콜음료,27998063,칭따오 330ml 18캔 / 1박스,7100002806456,10249353373556,1
29,2023-07-18,South,ANS8,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,생활용품,세제류,유아전용세제,유아세탁세제,10242109,BOX_비앤비 NEW세제1500ml(캡리필)3개입,4100002530861,10249257977991,1
29,2023-07-21,South,DAEGU,GMH1 Sub-hub,STANDARD,CORE,TPB,TPB 1호,A,식품,신선식품,쌀/잡곡류,백미,9828638,소중한 우리쌀 10kg,5100002959098,10249410430814,1
29,2023-07-17,South,ANS8,GMH1 Sub-hub,STANDARD,CORE,SIOC,,A,생활용품,화장지/제지,화장지/티슈,미용티슈/각티슈,9857270,"Pack_코멧 프리미엄 부드러운 천연펄프 미용 각티슈 280매, 6입",26100002338842,10249194583515,1
29,2023-07-19,South,CHW4,GWJ2 Sub-hub,STANDARD,CORE,PLASTIC,PB3호,A,생활용품,세제류,청소용세제류,기타청소용세제,10789968,"유한락스 멀티액션 레귤러 1.8L, 2개입",5100002646068,10249299686942,1
29,2023-07-20,South,ECH2,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB 3.5,C,반려/애완용품,강아지용품,배변용품,탈취제/소독,28920195,"탐사 반려동물 탈취제 플로럴머스크향, 550ml, 2개입",30100002628736,10249349639362,1
29,2023-07-17,South,MAJ1,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,반려/애완용품,고양이용품,배변용품,고양이 모래,354848,에버크린 MC 고양이 모래 11.3kg,12100002256670,10249161869074,1
29,2023-07-22,South,GMH2,GMH1 Sub-hub,OVERNIGHT,CORE,PLASTIC,RPB2.5(50),C,자동차용품,세차용품,광택/케미컬,실내세정제,131082,소낙스 실내크리너 500ml,13100003013870,10249437977450,1
29,2023-07-20,South,ANS4,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOCs,A,생활용품,세제류,청소용세제류,기타청소용세제,10785413,Box_탐사 락스 2L 6입,3100002744517,10249331833414,1
29,2023-07-22,South,YAS1,GMH1 Sub-hub,STANDARD,CORE,PAPER,B14호,C,가구/홈인테리어,인테리어용품,디퓨저류,디퓨저세트,10034118,"코코도르 디퓨저 200ml 2개입, 화이트머스크",10100002958934,10249431011492,5
29,2023-07-17,South,SIH2,GWJ2 Sub-hub,STANDARD,CORE,PAPER,B8호,B,식품,스낵/간식,스낵/시리얼,과자쿠키/비스킷/크래커,16434158,해태제과 크림웨하스 50g,17100002327727,10249188519021,10
29,2023-07-21,South,GMH2,GMH1 Sub-hub,STANDARD,CORE,PAPER,무지2호,C,뷰티,메이크업,립 메이크업,립스틱,12216053,롬앤 제로 매트 립스틱 09 쉘 누드,6100002808220,10249363711064,1
29,2023-07-21,South,INC5,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOCs,C,생활용품,청소/세탁/욕실용품,욕실/화장실용품,기타욕실/화장실용품,16527886,펌프 일체형 고압 뚫어뻥,19100002851148,10249373554125,1
29,2023-07-20,South,YAS1,GMH1 Sub-hub,STANDARD,CORE,TPB,TPB11,A,생활용품,세제류,주방세제류,주방식기세제,108940,참그린 기름기 뽀드득 주방세제 리필 1개(1.2L)	,11100002824857,10249364086452,3
29,2023-07-22,South,CHW1,GMH1 Sub-hub,OVERNIGHT,CORE,TPB,TPB 1호,A,생활용품,세제류,청소용세제류,변기세정제,59526,유한 펑크린1ℓ,29100003064368,10249450686112,5
29,2023-07-19,South,YAS1,GMH1 Sub-hub,OVERNIGHT,CORE,PLASTIC,RPB2.5(50),C,스포츠/레저용품,자전거,자전거용품,자전거펌프,15375003,"코멧 스포츠 자전거 펌프, 소형",31100002704634,10249318268103,1
29,2023-07-19,South,SAN2,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,식품,장/오일/소스,소스/드레싱/식초,식초/음용식초,11625882,Box_오뚜기 양조 식초 PE 1.8L*6,22100002683013,10249317669533,1
29,2023-07-17,South,DON1,GMH1 Sub-hub,OVERNIGHT,CORE,PLASTIC,RPB2.5(50),B,생활용품,유아위생/건강,유아응급용품,유아반창고/붕대/냉팩,13037399,코쿠보 열냉각시트 16매입 어린이용 복숭아향,1100002325347,10249191380890,1
29,2023-07-16,South,ANS8,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,식품,생수/음료,음료,차음료,4270202,Box_하이트 진로 블랙보리 1.5Lx12pet,1100002028139,10249154853140,1
29,2023-07-18,South,CHW1,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),A,식품,가공/즉석식품,즉석밥/간편조리,카레/짜장/덮밥,16749000,오뚜기 3분쇠고기짜장 200g 1개,12100002437839,10249227963030,17
29,2023-07-20,South,YON1,GWJ2 Sub-hub,STANDARD,CORE,SIOC,SIOCs,A,식품,생수/음료,음료,차음료,538351,Box_팔도 밥알없는 비락식혜 175ml 30개입 [단품 1],8100002794805,10249351783031,1
29,2023-07-21,South,CHW1,GMH1 Sub-hub,OVERNIGHT,CORE,PLASTIC,RPB 3.5,A,식품,스낵/간식,초콜릿/사탕/젤리/껌,젤리/푸딩,7901813,베베토 미니 베어 젤리 980g,17100002925667,10249401402376,2
29,2023-07-20,South,DON1,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),C,식품,장/오일/소스,장류,고추장,16574916,"곰곰 찹쌀 태양초 고추장, 1kg, 2개",22100002798245,10249358980652,1
29,2023-07-17,South,GMH2,GMH1 Sub-hub,STANDARD,CORE,TPB,TPB11,B,생활용품,세제류,주방세제류,주방식기세제,7657241,순샘 프레시라임 용기 3L,11100002291884,10249174528666,1
29,2023-07-22,South,DAEGU,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,식품,생수/음료,음료,차음료,12740847,Box_ 동원 순백보리차 500mL x 20입,14100002910167,10249440061604,1
29,2023-07-22,South,DAEGU,GMH1 Sub-hub,OVERNIGHT,CORE,SIOC,SIOCs,B,식품,생수/음료,음료,차음료,3353128,Box_잔치집식혜 340ml x 24,15100003019799,10249435707184,1
29,2023-07-19,South,MCN1,GMH1 Sub-hub,OVERNIGHT,CORE,SIOC,SIOCs,C,자동차용품,세차용품,워셔액,워셔액,17309088,"Pack_제일 발수코팅 에탄올 워셔액 2L, 3개",9100002605402,10249288829150,1
29,2023-07-19,South,GOY1,GMH1 Sub-hub,STANDARD,CORE,PAPER,B2호,A,가전디지털,디지털가전,휴대폰/액세서리,휴대폰,28429075,Apple 정품 아이폰  14 자급제 256GB 미드나이트 (MPVX3KH/A),26100002572830,10249277244021,1
29,2023-07-16,South,MCN1,GMH1 Sub-hub,OVERNIGHT,CORE,SIOC,SIOCs,A,식품,생수/음료,생수/탄산수,탄산수,16117352,트레비 플레인 ECO 350ml 20입,13100002168610,10249132911953,1
29,2023-07-21,South,MCN1,GWJ2 Sub-hub,OVERNIGHT,CORE,SIOC,SIOCs,C,식품,장/오일/소스,소스/드레싱/식초,식초/음용식초,3040858,[B2B] _오뚜기 양조식초15L,29100002899781,10249391938166,1
29,2023-07-17,South,DAEGU,GWJ2 Sub-hub,SAMEDAY,CORE,SIOC,SIOCs,A,식품,생수/음료,음료,차음료,4263063,Box_하이트진로 블랙보리 520ml x20pet,20100002243105,10249185858052,1
29,2023-07-18,South,SAN2,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,생활용품,세제류,세탁세제류,드럼용세탁세제,26631598,"살림백서 실내건조 세탁세제 2.7L 드럼용, 2개",28100002506130,10249268938495,1
29,2023-07-21,South,DAEGU2,GWJ2 Sub-hub,STANDARD,CORE,TPB,TPB11,A,생활용품,세제류,세탁세제류,일반세탁세제,12107184,다우니 프리미엄 액체형 세제 냄새딥클린 실내건조 3L,17100002870055,10249380989783,1
29,2023-07-16,South,CHW1,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),B,문구/사무용품,문구/팬시용품,풀/테이프/접착제,접착테이프,12521519,몬스터 클리어 겔 다용도 초강력 실리콘 투명 양면테이프 멀티탭정리 3m 2개,8100001959399,10249142217031,1
29,2023-07-20,South,CHW1,GMH1 Sub-hub,STANDARD,CORE,TPB,TPB11,A,생활용품,세제류,청소용세제류,욕실청소세제,10790590,"유한락스 멀티액션 욕실청소용 510ml, 3개입",27100002708868,10249325321255,1
29,2023-07-16,South,CHW1,GWJ2 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),D,뷰티,뷰티소품,헤어소품,헤어 브러쉬,12138991,탱글엔젤 2.0 오리지널 소프트터치 핑크/그레이,24100002257938,10249162424690,1
29,2023-07-21,South,DAEGU2,GWJ2 Sub-hub,SAMEDAY,CORE,PLASTIC,RPB 3.5,D,뷰티,스킨케어,클렌징,립/아이리무버,10930827,[어퓨] 미네랄 립앤아이 리무버 대용량 (스윗로즈),31100002904042,10249390414443,2
29,2023-07-20,South,CHW1,GMH1 Sub-hub,OVERNIGHT,CORE,PLASTIC,RPB 3.5,B,식품,가공/즉석식품,즉석밥/간편조리,즉석국/찌개,19177672,양반 진국 사골곰탕 500g,25100002763691,10249343063746,7
29,2023-07-21,South,SIH2,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,C,문구/사무용품,문구/팬시용품,파티용품,풍선,33632297,테이프 풍선 세트 - 로켓그로스 / 테이프풍선 만들기 전용 세트,30100002857081,10249371805783,1
29,2023-07-19,South,CHW1,GMH1 Sub-hub,SAMEDAY,CORE,TPB,TPB 2호,C,생활용품,세제류,세탁세제류,액체 섬유유연제,33548256,다우니 생화향기 컬렉션 스프링 가든 러브 2.6L,6100002589526,10249286533216,3
29,2023-07-19,South,GOY1,GMH1 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),A,생활용품,세제류,청소용세제류,욕실청소세제,34299567,욕실청소용 세제 600ml 2개입,3100002636958,10249294187156,1
29,2023-07-16,South,DAEGU2,GWJ2 Sub-hub,OVERNIGHT,CORE,PLASTIC,RPB2.5(50),D,뷰티,바디케어,바디로션/크림/오일,바디케어 선물세트류,11482719,밀크바오밥 바디워시1000ml+바디로션500ml (베이비파우더),29100002177298,10249133203820,1
29,2023-07-18,South,YAS1,GMH1 Sub-hub,STANDARD,CORE,SIOC,SIOCs,B,식품,가공/즉석식품,면류,냉면/메밀,2391434,Box_냉면육수 10개입,5100002461639,10249234772394,1
29,2023-07-17,South,GOY1,GMH1 Sub-hub,STANDARD,CORE,PAPER,B4호,B,식품,장/오일/소스,식용유/오일/참기름,참기름,133347,오뚜기 고소한 참기름(병) 320ML,13100002377040,10249208174030,3
29,2023-07-20,South,SIH2,GWJ2 Sub-hub,STANDARD,CORE,PLASTIC,RPB2.5(50),C,뷰티,스킨케어,여성스킨케어,마스크/팩,31846919,제이은 바이비드 인앤아웃 마스크팩 25g*5개입 / 5매입,9100002780068,10249350800091,1
